ID,Name,Type,rConc,Name,Type,Value,Quality,Call,Threshold,In Range,Out Range,Peak Ratio,Comments
S95-A35,BloodMAIT88,Unknown,1,STAT3,Test,999,0,Fail,0.020607309,999,999,0,
S95-A36,BloodMAIT88,Unknown,1,TNFRSF1B,Test,16.21665145,1,Pass,0.020607309,85.67514214,999,1,
S95-A37,BloodMAIT88,Unknown,1,BCL6,Test,999,0,Fail,0.020607309,999,999,0,
S95-A38,BloodMAIT88,Unknown,1,CCR6,Test,15.84458729,0,Fail,0.020607309,999,84.61040202,0,
S95-A39,BloodMAIT88,Unknown,1,CD52,Test,13.08203028,1,Pass,0.020607309,79.50829608,999,1,
S95-A40,BloodMAIT88,Unknown,1,CXCR4,Test,12.47416444,1,Pass,0.020607309,81.94064889,999,1,
S95-A41,BloodMAIT88,Unknown,1,ICAM1,Test,17.53204034,1,Pass,0.020607309,86.4792297,999,1,
S95-A42,BloodMAIT88,Unknown,1,IFNG,Test,999,0,Fail,0.020607309,999,999,0,
S95-A43,BloodMAIT88,Unknown,1,IL2RA,Test,24.9335957,0,Fail,0.020607309,999,77.88606975,0,
S95-A44,BloodMAIT88,Unknown,1,IRF1,Test,17.46920928,1,Pass,0.020607309,83.6880596,999,1,
S95-A45,BloodMAIT88,Unknown,1,LY6E,Test,21.58253856,0,Fail,0.020607309,999,89.80908701,0,
S95-A46,BloodMAIT88,Unknown,1,PTEN,Test,14.35891404,1,Pass,0.020607309,79.40880637,999,1,
S95-A47,BloodMAIT88,Unknown,1,STAT4,Test,16.09220979,1,Pass,0.020607309,80.13919091,999,1,
S95-A48,BloodMAIT88,Unknown,1,TRAF2,Test,17.10342675,1,Pass,0.020607309,83.40527687,999,1,
S95-A54,BloodMAIT88,Unknown,1,IFNGR1,Test,16.81713639,0,Fail,0.020607309,999,999,0,
S95-A53,BloodMAIT88,Unknown,1,ICOS,Test,999,0,Fail,0.020607309,999,999,0,
S95-A52,BloodMAIT88,Unknown,1,FOXP3,Test,999,0,Fail,0.020607309,999,999,0,
S95-A51,BloodMAIT88,Unknown,1,CD53,Test,13.60666823,0,Fail,0.020607309,999,999,0,
S95-A50,BloodMAIT88,Unknown,1,CCR7,Test,16.74953221,1,Pass,0.020607309,81.40337363,999,1,
S95-A49,BloodMAIT88,Unknown,1,C3,Test,999,0,Fail,0.020607309,999,999,0,
S95-A60,BloodMAIT88,Unknown,1,TYK2,Test,17.88283525,1,Pass,0.020607309,84.91179248,999,1,
S95-A59,BloodMAIT88,Unknown,1,STAT5B,Test,15.24166942,0,Fail,0.020607309,999,999,0,
S95-A58,BloodMAIT88,Unknown,1,RAC1,Test,15.09164124,0,Fail,0.020607309,999,999,0,
